43,20,
18,19,
36,18,
164,25,
78,29,
31,22,
36,29,
64,27,
62,32,
76,30,
196,32,
58,33,
31,35,
41,38,
39,35,
50,38,
30,34,
73,34,
29,34,
60,35,
89,40,
113,37,
45,40,
22,36,
31,34,
20,43,
17,46,
19,43,
21,46,
16,45,
20,42,
17,44,
21,44,
17,34,
24,52,
23,49,
27,55,
24,55,
30,56,
30,51,
14,56,
0,2,
16,20,
80,20,
109,23,
122,22,
13,2,
33,20,
31,19,
46,20,
42,20,
106,24,
215,23,
479,26,
19,26,
81,32,
215,26,
26,31,
726,35,
229,39,
326,48,
409,47,
427,51,
434,63,
234,53,
81,58,
113,61,
158,59,
124,55,
212,40,
635,40,
601,39,
221,47,
128,30,
94,32,
104,36,
230,42,
44,41,
37,42,
24,35,
35,37,
54,38,
21,36,
20,35,
21,36,
23,35,
10,30,
11,34,
11,36,
36,33,
54,35,
31,36,
9,34,
7,30,
9,33,
9,36,
11,37,
9,35,
7,33,
8,35,
7,33,
3,35,
3,33,
4,35,
6,33,
4,35,
3,33,
5,35,
7,33,
23,34,
8,30,
14,30,
8,33,
8,34,
5,33,
4,34,
3,33,
4,34,
6,33,
7,34,
4,33,
5,34,
3,33,
474,44,
262,35,
103,45,
257,53,
108,54,
102,56,
400,57,
339,52,
173,54,
420,57,
162,4,
124,41,
743,46,
845,45,
926,46,
120,54,
57,65,
495,40,
382,38,
212,41,
528,44,
98,41,
380,46,
291,46,
150,38,
166,46,
279,49,
27,47,
19,43,
21,44,
20,44,
19,43,
18,42,
18,43,
20,43,
18,44,
18,43,
19,44,
20,43,
24,46,
26,42,
34,42,
22,49,
26,52,
26,52,
27,52,
18,43,
17,46,
17,47,
20,45,
22,46,
33,44,
27,43,
24,38,
133,43,
33,44,
23,43,
11,44,
295,35,
235,37,
47,33,
48,38,
43,34,
118,36,
45,38,
44,37,
53,37,
200,29,
86,28,
115,34,
26,42,
28,42,
36,41,
30,45,
220,31,
436,36,
77,20,
91,30,
65,39,
82,45,
273,38,
101,48,
48,43,
42,49,
40,45,
26,43,
47,51,
39,53,
41,53,
26,50,
30,52,
31,52,
31,50,
42,44,
59,44,
111,45,
242,44,
94,45,
37,46,
40,43,
22,37,
55,40,
6,42,
10,50,
10,51,
20,46,
1776,41,
876,38,
163,2,
446,44,
111,38,
500,41,
89,39,
211,48,
211,37,
31,6,
52,37,
43,41,
41,43,
61,47,
21,45,
23,44,
32,43,
21,41,
25,41,
39,36,
23,43,
27,45,
37,41,
12,40,
7,36,
0,8,
0,35,
7,4,
1269,38,
749,36,
1456,36,
86,33,
120,41,
100,49,
392,49,
53,43,
339,28,
271,29,
502,38,
240,39,
246,40,
893,43,
380,38,
151,24,
294,26,
51,26,
92,26,
86,20,
49,24,
70,22,
195,29,
52,27,
32,31,
43,30,
14,22,
18,25,
27,23,
22,27,
26,25,
16,29,
8,26,
23,26,
4,16,
3,20,
3,21,
3,19,
2,21,
1,19,
1,21,
3,19,
5,21,
5,20,
5,19,
8,17,
6,20,
5,17,
6,18,
19,18,
4,18,
5,21,
4,18,
3,19,
4,21,
2,19,
2,18,
3,19,
3,21,
2,19,
3,21,
2,19,
1,21,
2,19,
2,21,
333,36,
474,38,
55,41,
82,32,
70,31,
70,35,
119,37,
79,34,
92,37,
97,30,
84,31,
17,27,
18,40,
20,44,
14,42,
13,41,
13,40,
11,39,
6,41,
14,42,
1111,34,
382,30,
541,33,
137,29,
506,39,
47,30,
177,35,
56,35,
166,44,
196,43,
380,34,
63,35,
94,41,
32,37,
84,38,
61,30,
148,32,
168,41,
65,38,
101,42,
51,34,
34,32,
47,40,
27,46,
32,45,
34,49,
32,44,
41,50,
36,47,
25,44,
274,8,
419,43,
188,50,
325,51,
464,49,
312,44,
771,52,
148,47,
52,46,
57,52,
184,51,
44,5,
82,47,
577,40,
130,7,
297,47,
485,40,
283,49,
126,39,
32,44,
28,42,
72,39,
74,38,
84,39,
97,41,
101,40,
95,37,
98,41,
82,48,
30,44,
25,46,
31,46,
76,53,
27,54,
24,53,
25,56,
25,55,
14,54,
15,58,
2,57,
1,59,
9,59,
0,56,
0,3,
1393,41,
54,4,
447,50,
153,45,
806,57,
169,59,
61,53,
117,52,
60,42,
82,50,
91,51,
41,54,
139,30,
125,30,
228,32,
212,34,
153,28,
97,29,
62,30,
28,35,
23,34,
25,34,
37,34,
45,28,
114,36,
36,36,
43,35,
14,33,
42,39,
47,34,
41,43,
54,44,
56,44,
28,41,
24,44,
56,44,
23,35,
88,35,
104,35,
258,44,
216,49,
954,34,
379,35,
92,33,
131,37,
138,43,
262,45,
601,46,
171,40,
163,40,
57,39,
40,38,
298,38,
763,36,
114,39,
69,29,
54,30,
70,27,
54,26,
31,25,
19,23,
54,24,
41,26,
42,29,
21,27,
10,28,
14,30,
16,31,
24,31,
82,28,
39,23,
20,26,
12,22,
4,21,
8,22,
3,21,
3,19,
6,22,
4,20,
6,22,
6,20,
9,21,
13,18,
8,24,
5,24,
5,26,
6,30,
6,33,
5,30,
3,33,
95,28,
18,4,
43,32,
36,40,
506,34,
735,36,
525,36,
217,38,
161,38,
143,42,
45,42,
66,48,
699,38,
1133,43,
68,41,
153,41,
67,42,
143,47,
1093,46,
51,47,
213,39,
59,35,
