17,20,
0,19,
1,19,
1,18,
0,18,
2,18,
0,17,
4,30,
1,28,
0,17,
0,18,
0,17,
0,18,
0,17,
0,18,
1,17,
0,18,
0,18,
0,17,
0,18,
0,16,
2,17,
0,17,
0,21,
0,22,
0,21,
0,22,
0,19,
0,18,
1,18,
3,22,
2,22,
1,25,
1,24,
0,28,
0,25,
0,32,
0,34,
0,32,
0,29,
0,30,
0,28,
3,30,
0,28,
1,26,
0,28,
0,21,
0,20,
0,17,
1,13,
1,17,
1,16,
0,15,
2,24,
0,23,
0,22,
0,29,
0,22,
0,25,
0,25,
0,31,
0,25,
0,29,
0,27,
0,29,
0,27,
0,30,
0,29,
0,27,
0,29,
0,32,
0,34,
0,29,
0,29,
0,29,
0,29,
0,29,
0,27,
0,29,
0,27,
0,29,
0,27,
0,29,
0,27,
0,29,
0,27,
0,29,
0,27,
0,29,
0,27,
0,29,
0,20,
0,19,
0,19,
0,19,
0,19,
1,21,
0,23,
2,24,
3,24,
2,32,
1,37,
1,42,
1,40,
1,32,
2,38,
2,41,
4,33,
4,31,
1,35,
1,28,
0,1,
0,3,
0,29,
1,28,
0,23,
1,36,
0,40,
0,46,
0,39,
1,50,
1,41,
0,33,
0,50,
0,49,
0,45,
0,45,
0,47,
0,47,
0,47,
0,50,
0,47,
0,50,
0,47,
0,50,
0,47,
1,50,
0,47,
0,50,
2,35,
5,30,
1,31,
2,28,
1,25,
0,25,
1,25,
0,26,
0,25,
2,24,
0,24,
0,29,
0,26,
0,27,
0,26,
2,26,
0,24,
0,36,
1,36,
1,42,
0,33,
0,34,
0,32,
0,32,
0,34,
0,32,
0,31,
0,31,
0,32,
0,31,
0,32,
0,31,
0,32,
0,31,
0,32,
0,31,
0,32,
0,31,
0,32,
1,40,
4,44,
3,42,
1,30,
0,26,
0,31,
0,33,
0,31,
0,33,
3,31,
1,39,
1,41,
1,39,
1,41,
1,43,
0,36,
0,36,
0,38,
0,36,
0,38,
0,36,
0,38,
0,35,
0,38,
0,40,
0,37,
0,37,
0,43,
1,41,
0,39,
2,44,
1,42,
0,45,
2,44,
0,39,
3,38,
4,41,
1,41,
1,48,
1,58,
1,64,
3,64,
4,56,
0,2,
1,58,
1,4,
2,41,
1,46,
1,41,
1,43,
3,49,
1,58,
5,59,
3,60,
1,69,
2,72,
2,65,
2,58,
2,58,
2,68,
4,78,
3,81,
3,84,
6,40,
1,38,
1,41,
1,44,
1,42,
4,41,
1,31,
1,35,
1,35,
2,35,
0,41,
0,41,
0,37,
0,45,
0,53,
0,53,
2,35,
2,37,
0,33,
0,38,
1,42,
1,50,
2,50,
1,56,
1,55,
0,52,
1,45,
0,44,
0,47,
0,45,
0,47,
1,46,
0,46,
0,48,
1,44,
0,39,
0,43,
2,31,
3,36,
1,20,
1,32,
1,35,
3,35,
2,38,
0,33,
0,32,
1,31,
1,35,
1,28,
0,25,
0,32,
0,33,
0,44,
0,43,
0,40,
0,43,
0,40,
0,43,
0,41,
0,37,
1,40,
0,44,
0,47,
0,44,
0,43,
0,44,
0,38,
0,40,
0,43,
0,46,
0,46,
3,38,
1,48,
1,50,
1,51,
1,53,
1,53,
1,56,
1,54,
1,47,
1,52,
1,48,
1,57,
1,56,
2,53,
3,56,
3,57,
1,51,
1,53,
5,41,
4,39,
1,40,
1,45,
2,50,
3,46,
3,44,
12,44,
2,43,
6,46,
1,50,
4,50,
2,43,
1,46,
2,45,
1,49,
1,51,
1,56,
1,57,
1,59,
1,66,
1,68,
1,67,
1,68,
1,68,
1,68,
1,68,
1,67,
0,68,
0,67,
1,64,
4,38,
5,37,
5,37,
1,34,
1,37,
1,34,
1,37,
5,34,
6,38,
1,42,
6,41,
1,38,
1,35,
0,34,
0,35,
0,34,
1,35,
0,34,
2,37,
1,45,
1,38,
2,37,
0,37,
0,33,
0,39,
0,33,
0,34,
0,38,
0,45,
0,45,
0,47,
0,44,
4,28,
2,26,
2,26,
1,27,
1,25,
0,33,
0,41,
0,42,
1,41,
0,35,
1,36,
2,40,
2,39,
0,40,
0,39,
0,42,
1,42,
1,43,
0,39,
1,40,
1,34,
0,37,
0,41,
0,42,
0,42,
0,40,
0,41,
0,43,
0,42,
0,43,
0,42,
0,43,
0,36,
0,35,
0,36,
0,35,
0,36,
3,36,
2,38,
1,41,
0,32,
0,35,
2,44,
1,42,
1,43,
0,41,
0,44,
0,42,
0,47,
0,43,
0,44,
1,41,
0,46,
0,48,
1,50,
0,49,
0,44,
5,34,
1,30,
1,32,
2,28,
1,28,
1,33,
3,36,
1,33,
2,36,
1,41,
1,46,
2,45,
4,47,
3,45,
1,47,
5,57,
2,52,
1,59,
1,64,
1,8,
7,44,
5,41,
1,40,
1,41,
4,43,
4,39,
3,40,
3,38,
1,48,
1,57,
2,40,
2,39,
2,45,
2,39,
2,51,
2,44,
2,41,
1,52,
0,47,
0,44,
0,49,
0,53,
1,56,
1,58,
0,56,
4,41,
0,4,
5,49,
2,47,
1,53,
1,46,
1,30,
1,30,
2,32,
0,34,
1,32,
2,35,
0,37,
1,37,
1,30,
0,30,
0,30,
0,30,
0,30,
0,31,
0,30,
0,32,
0,33,
1,35,
1,33,
2,35,
1,33,
2,34,
2,36,
1,45,
1,39,
0,36,
1,35,
1,41,
1,42,
0,48,
1,35,
0,35,
0,34,
6,35,
2,38,
1,35,
2,39,
1,44,
2,42,
3,39,
1,38,
1,37,
1,37,
1,36,
1,45,
0,40,
