37,20
12,20
13,27
12,21
23,31
31,26
26,33
29,25
37,34
29,23
14,31
28,24
42,29
43,31
48,28
47,29
56,37
81,33
42,40
70,36
65,42
72,35
51,43
67,34
59,42
61,30
135,56
59,33
41,40
40,30
80,44
49,36
44,42
27,28
27,44
45,30
41,48
47,35
50,46
6,3
64,48
22,15
44,62
0,1
13,47
8,20
11,20
12,27
9,21
23,31
29,26
32,33
33,25
42,34
29,23
16,31
22,24
40,29
42,31
46,28
47,29
56,37
77,33
41,40
71,36
66,42
75,35
51,43
67,34
59,42
62,30
133,56
60,33
41,40
40,30
80,44
47,36
44,42
27,28
27,44
45,30
41,48
44,35
51,46
6,3
64,48
21,15
45,62
0,1
14,47
48,35
102,41
106,38
115,36
71,36
63,33
43,32
70,31
42,37
63,31
47,35
66,30
38,37
77,30
103,45
140,32
57,51
43,28
25,34
48,33
61,40
32,29
22,31
25,22
14,31
18,24
11,33
12,17
37,35
5,18
7,30
5,16
8,32
5,19
12,26
13,21
7,27
3,22
12,22
5,18
4,6
6,17
10,23
13,22
14,27
12,21
26,28
11,20
14,22
8,13
20,28
11,15
18,27
8,15
18,21
14,20
13,20
13,18
16,29
8,16
12,26
6,13
18,25
8,13
18,26
8,14
22,24
12,19
17,28
9,17
11,23
9,18
9,17
12,14
17,26
6,16
7,20
4,13
7,22
6,15
8,25
3,13
5,23
9,15
10,28
7,14
14,28
7,16
10,27
7,16
10,22
5,16
14,27
6,16
7,29
9,16
12,33
3,6
6,20
1,6
5,23
1,6
2,17
0,4
2,18
0,6
1,15
0,3
2,16
1,6
2,16
0,4
1,17
1,5
3,16
1,8
2,13
1,8
2,14
1,6
3,14
1,7
2,15
1,7
2,16
1,6
2,15
0,4
1,18
0,4
2,17
0,4
1,16
0,8
0,11
0,7
1,12
0,4
1,16
0,6
1,19
1,6
2,17
0,5
1,13
0,5
1,11
1,5
1,14
1,5
2,17
1,6
2,16
0,5
0,12
0,5
1,14
0,8
0,14
0,5
1,11
0,5
1,14
0,5
0,12
0,5
0,12
0,4
1,14
0,7
0,14
0,8
1,11
0,2
1,17
0,4
1,17
0,6
0,12
0,2
1,12
0,3
0,12
0,2
0,12
0,1
0,11
0,3
0,11
0,2
1,14
0,2
2,16
1,5
1,14
1,7
2,15
1,6
1,15
0,3
1,12
1,7
1,11
1,7
2,13
0,3
5,29
0,2
3,32
1,3
4,34
0,3
3,38
1,3
4,36
1,4
5,33
1,6
4,34
1,6
5,33
1,6
3,34
1,4
3,37
0,1
2,33
0,1
2,31
0,1
3,33
0,1
3,33
0,4
3,33
1,6
2,37
0,3
2,29
0,2
1,32
0,3
2,38
0,3
1,36
0,2
2,36
0,1
3,38
0,3
2,35
0,4
2,31
0,3
2,32
0,4
2,32
0,4
1,34
0,2
1,30
0,1
3,33
63,35
124,41
110,38
115,36
72,36
63,33
42,32
70,31
41,37
63,31
46,35
66,30
38,37
78,30
101,45
137,32
58,51
43,28
25,34
47,33
61,40
32,29
22,31
25,22
14,31
18,24
10,33
11,17
37,35
4,18
7,30
5,16
8,32
5,19
12,26
13,21
7,27
3,22
10,22
6,18
4,6
7,17
11,23
13,22
15,27
12,21
26,28
11,20
14,22
8,13
20,28
10,15
18,27
8,15
18,21
12,20
13,20
13,18
16,29
7,16
12,26
6,13
18,25
8,13
20,26
8,14
22,24
12,19
17,28
9,17
11,23
9,18
9,17
11,14
17,26
7,16
7,20
4,13
6,22
6,15
8,25
3,13
5,23
9,15
11,28
7,14
14,28
8,16
10,27
7,16
11,22
5,16
14,27
6,16
8,29
8,16
12,33
4,6
6,20
1,6
5,23
1,6
2,17
1,4
2,18
0,6
1,15
0,3
2,16
1,6
2,16
0,4
1,17
0,5
3,16
1,8
2,13
1,8
2,14
1,6
3,14
1,7
2,15
1,7
2,16
1,6
2,15
0,4
1,18
0,4
2,17
0,4
1,16
0,8
0,11
0,7
1,12
0,4
1,16
0,6
1,19
1,6
2,17
1,5
1,13
0,5
1,11
1,5
1,14
1,5
2,17
1,6
2,16
0,5
0,12
0,5
1,14
0,8
0,14
0,5
1,11
0,5
1,14
0,5
0,12
0,5
0,12
0,4
1,14
0,7
0,14
0,8
1,11
0,2
1,17
0,4
1,17
0,6
0,12
0,2
1,12
0,3
1,12
0,2
0,12
0,1
0,11
0,3
0,11
0,2
1,14
0,2
2,16
0,5
1,14
1,7
2,15
1,6
1,15
0,3
1,12
1,7
1,11
1,7
2,13
0,3
5,29
0,2
3,32
1,3
4,34
0,3
4,38
0,3
3,36
0,4
3,33
1,6
2,34
1,6
5,33
1,6
3,34
1,4
3,37
0,1
2,33
0,1
2,31
0,1
3,33
0,1
3,33
0,4
2,33
1,6
2,37
0,3
2,29
0,2
2,32
0,3
2,38
0,3
1,36
0,2
2,36
0,1
3,38
0,3
1,35
0,4
2,31
0,3
3,32
0,4
2,32
1,4
2,34
0,2
1,30
0,1
2,33
64,44
74,38
119,44
12,3
101,41
32,6
98,43
97,37
60,43
72,35
98,45
71,41
193,42
16,5
69,36
70,43
116,43
88,40
18,4
36,42
7,2
70,44
17,26
39,38
22,28
22,37
51,26
48,42
44,26
53,45
14,5
40,45
5,2
61,49
16,23
38,45
16,22
36,52
4,3
60,51
9,5
64,51
30,29
58,53
5,3
45,54
36,18
84,53
21,24
67,66
2,2
38,65
2,3
31,69
1,1
26,63
63,44
74,38
119,44
11,3
104,41
34,6
94,43
97,37
60,43
73,35
95,45
71,41
180,42
14,5
67,36
71,43
117,43
85,40
19,4
36,42
7,2
71,44
15,26
40,38
22,28
22,37
52,26
48,42
43,26
53,45
12,5
39,45
5,2
62,49
15,23
38,45
16,22
35,52
4,3
59,51
9,5
65,51
29,29
58,53
5,3
43,54
36,18
84,53
23,24
64,66
1,2
38,65
2,3
31,69
1,1
25,63
122,40
66,39
68,37
113,42
68,36
115,40
100,44
120,37
53,41
32,29
51,43
86,29
117,49
83,31
107,48
88,31
121,50
69,38
109,48
94,40
77,40
67,32
83,42
90,32
47,45
26,27
20,38
10,21
14,28
10,29
2,1
16,34
9,5
18,31
7,28
15,30
7,25
5,31
0,1
4,29
117,40
68,39
77,37
117,42
68,36
114,40
100,44
122,37
50,41
26,29
49,43
84,29
109,49
83,31
104,48
86,31
117,50
69,38
107,48
93,40
77,40
68,32
75,42
88,32
45,45
26,27
19,38
9,21
13,28
10,29
2,1
16,34
8,5
18,31
8,28
15,30
6,25
5,31
0,1
4,29
51,31
36,38
69,36
36,46
63,34
64,45
43,36
57,39
100,42
65,39
56,42
63,38
114,47
132,45
224,43
158,49
243,41
112,50
93,35
124,51
110,40
151,49
114,39
137,48
156,43
95,47
79,34
118,44
134,37
118,43
73,36
132,45
36,30
53,45
98,36
107,45
52,26
43,50
43,19
85,55
1,1
21,54
53,31
36,38
72,36
39,46
63,34
65,45
54,36
64,39
94,42
52,39
56,42
62,38
111,47
130,45
159,43
136,49
172,41
92,50
91,35
122,51
107,40
134,49
108,39
139,48
155,43
103,47
79,34
116,44
130,37
104,43
71,36
132,45
35,30
50,45
97,36
92,45
46,26
30,50
40,19
77,55
1,1
20,54
170,41
142,41
166,39
250,44
56,33
23,38
21,25
31,41
34,27
45,43
45,30
84,44
33,25
60,42
53,25
61,43
48,24
69,39
51,23
46,43
43,26
89,47
27,21
94,48
38,22
108,46
32,22
36,42
34,20
58,39
9,15
23,35
2,3
12,38
7,16
16,38
18,16
36,38
15,16
25,36
7,16
13,35
7,19
15,30
6,6
18,36
5,5
13,38
2,3
34,40
13,23
4,4
6,18
22,41
3,4
34,38
9,15
19,35
9,14
18,37
7,13
18,40
6,11
10,39
2,3
8,29
1,2
6,35
3,5
16,35
0,1
7,41
2,8
7,43
1,4
6,43
1,4
6,43
0,3
4,38
1,4
4,32
1,3
5,40
1,4
5,40
0,3
5,38
0,4
3,33
0,3
4,40
1,4
4,37
0,3
3,33
0,4
4,36
0,3
4,36
0,3
5,39
0,1
5,36
0,1
5,36
1,2
5,36
0,3
4,36
0,2
4,37
0,2
4,38
0,1
5,36
1,3
4,36
1,4
4,36
1,3
4,37
0,3
4,38
0,2
5,35
3,5
4,35
1,5
4,38
2,4
10,35
151,41
142,41
166,39
254,44
57,33
23,38
21,25
31,41
35,27
45,43
45,30
85,44
32,25
61,42
53,25
61,43
48,24
69,39
51,23
46,43
43,26
90,47
27,21
93,48
39,22
107,46
32,22
36,42
34,20
59,39
9,15
23,35
1,3
12,38
7,16
16,38
18,16
36,38
16,16
25,36
7,16
13,35
7,19
15,30
6,6
18,36
5,5
13,38
2,3
33,40
13,23
4,4
6,18
22,41
3,4
34,38
8,15
18,35
9,14
18,37
7,13
17,40
5,11
10,39
2,3
8,29
0,2
6,35
3,5
16,35
0,1
8,41
2,8
7,43
1,4
6,43
1,4
6,43
0,3
4,38
1,4
4,32
1,3
5,40
1,4
5,40
0,3
5,38
0,4
3,33
1,3
4,40
1,4
4,37
0,3
3,33
0,4
4,36
0,3
4,36
0,3
5,39
0,1
5,36
0,1
5,36
0,2
4,36
0,3
4,36
0,2
4,37
0,2
4,38
0,1
5,36
1,3
4,36
1,4
4,36
1,3
4,37
0,3
4,38
0,2
5,35
3,5
4,35
1,5
4,38
1,4
10,35
87,28
50,36
22,26
51,40
24,29
52,41
47,27
74,50
22,28
55,42
31,29
48,40
18,31
2,2
12,24
43,36
19,24
26,36
6,5
51,38
20,27
13,35
27,24
27,40
56,30
26,46
28,31
44,50
8,4
27,45
6,10
13,52
6,9
31,51
14,13
34,52
12,14
26,54
4,4
26,54
1,1
25,47
1,2
17,47
1,1
9,44
5,11
15,45
5,12
15,51
5,12
15,50
5,13
16,53
5,12
14,49
6,13
9,44
5,12
10,47
4,13
11,43
4,12
9,41
5,13
9,44
3,12
10,40
4,13
9,41
4,12
12,44
7,12
10,46
4,11
12,47
3,12
11,46
5,11
11,49
3,12
8,47
1,11
7,46
2,12
8,49
2,11
9,46
1,1
11,41
88,28
51,36
22,26
51,40
24,29
53,41
47,27
72,50
22,28
55,42
30,29
50,40
18,31
2,2
12,24
44,36
13,24
26,36
6,5
51,38
21,27
19,35
27,24
25,40
43,30
25,46
26,31
41,50
6,4
